"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"90","Site-090","Over","Next",-75.1377901495869,43.8587436871327,"1",1067943.30406186,9.3637929672536e-07,"None","342578","131801700",60000600076200,"04140301019352",NA,NA,2.14501943749,460,46006,"H0414",9,1,1,2.51487704,NA,0,1,250000,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.39839999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2145.01943749,c(488926.620919622, 4856193.23380126),46006,1
"91","Site-091","Over","Next",-73.9580618460775,41.6668623209397,"1",1067943.30406186,9.3637929672536e-07,"None","48807","159060402",10000700073300,"02020008000612",NA,NA,0.742307574288,460,46006,"H0202",2,1,1,2.5272107,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020008","Hudson-Wappinger","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.78220003,"NHD100","Urban","Urban","Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",742.307574288,c(586740.015574618, 4613313.76023923),46006,1
"92","Site-092","Over","Next",-78.5530520251206,42.9601822823986,"1",1067943.30406186,9.3637929672536e-07,"None","235901","118012407",60000800303700,"04270101006346",NA,NA,2.40033170901,460,46006,"H0427",10,1,1,2.10266123,NA,0,1,250000,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.9543,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2400.33170901,c(210196.183355397, 4762520.89555675),46006,1
"93","Site-093","Over","Next",-74.8106734930023,43.2354381870315,"1",1067943.30406186,9.3637929672536e-07,"None","133194","53522601",10000700039100,"02020004002033",NA,NA,1.08140490521,460,46006,"H0202",6,1,1,1.942077,NA,0,1,0,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.02589999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1081.40490521,c(515372.642605028, 4786977.74410616),46006,1
"94","Site-094","Over","Next",-73.7794054861511,44.6187020890269,"1",1067943.30406186,9.3637929672536e-07,"None","144332","129688689",60000200057700,"04300106000467",NA,NA,1.11814955249,460,46003,"H0430",6,1,1,1.88387331,NA,0,1,50000,"Not_Border","NY","Include","Clinton","F36019","Region_02","H02","Mid-Atlantic Region","H04300106","Saranac River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.05410002,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1118.14955249,c(596837.540646256, 4941319.01024427),46003,1
"95","Site-095","Over","Next",-74.4326816633468,41.7074675326373,"1",1067943.30406186,9.3637929672536e-07,"None","17432","61757601",10000700021700,"02020007001012","00955229","Leuren Kill",0.409411038382,460,46006,"H0202",4,1,1,2.59622633,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.24709994,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",409.411038382,c(547198.620126121, 4617452.98033424),46006,1
"96","Site-096","Over","Next",-76.6863810958919,42.623916597198,"1",1067943.30406186,9.3637929672536e-07,"None","178572","87948898",60000600064500,"04140201002023",NA,NA,1.30215469133,460,46006,"H0414",7,1,1,1.12629953,NA,0,1,1e+05,"Not_Border","NY","Include","Seneca","F36099","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.30709999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1302.15469133,c(361708.824747222, 4720431.13227521),46006,1
"97","Site-097","Over","Next",-75.2691418462284,43.2673371487801,"1",1067943.30406186,9.3637929672536e-07,"None","145452","53521831",10000700000200,"02020004001387",NA,NA,2.3796079626,460,46006,"H0202",7,1,1,1.354564,NA,0,1,0,"Not_Border","NY","Include","Oneida","F36065","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.73860001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2379.6079626,c(478158.033797783, 4790537.98942177),46006,1
"98","Site-098","Over","Next",-74.9218845094374,44.259289207179,"1",1067943.30406186,9.3637929672536e-07,"None","205951","133091846",60000300040200,"04290003006264","00977125","Tooley Pond Outlet",1.59190917882,460,46006,"H0429",6,1,1,2.180271,NA,0,1,1e+05,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.28140004,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ab","Northern and Western Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1591.90917882,c(506235.500996638, 4900675.14454091),46006,1
"99","Site-099","Over","Next",-75.1341985819629,42.392628453199,"1",1067943.30406186,9.3637929672536e-07,"None","116903","43481063",10000600014200,"02050101004961",NA,NA,2.10281699575,460,46006,"H0205",2,1,1,2.56031996,NA,0,1,1e+05,"Not_Border","NY","Include","Otsego","F36077","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",4.25879999,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2102.81699575,c(488954.574467369, 4693379.53011427),46006,1
"100","Site-100","Over","Next",-79.6604970467057,42.0088823052641,"1",1067943.30406186,9.3637929672536e-07,"None","103360","2d24b068-0eb1-44f1-bf37-ecb825c074f4",24000400043600,"05010004007278",NA,NA,5.97699822771,460,46006,"H0501",5,1,1,3.85740316,NA,0,1,250000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H05","Ohio Region","H05010004","French","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",4.85819992,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",5976.99822771,c(114037.565089934, 4661280.04891554),46006,1
"101","Site-101","Over","Next",-75.7422735333784,43.4976285305198,"1",1067943.30406186,9.3637929672536e-07,"None","324323","129634732",60000600091500,"04140102001033",NA,NA,0.922030772821,460,46006,"H0414",7,1,1,3.3201667,NA,0,1,1e+05,"Not_Border","NY","Include","Lewis","F36049","Region_02","H04","Great Lakes Region","H04140102","Salmon-Sandy","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.06630002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58ae","Tug Hill Plateau","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",922.030772821,c(439988.955522003, 4816345.58713352),46006,1
"102","Site-102","Over","Next",-74.314618114798,44.8172838083802,"1",1067943.30406186,9.3637929672536e-07,"None","238630","132871605",60000300056200,"04290007000752","00948999","East Branch Deer Creek",4.32896561806,460,46003,"H0429",7,1,1,1.718477,NA,0,1,1e+05,"Not_Border","NY","Include","Franklin","F36033","Region_02","H04","Great Lakes Region","H04290007","Salmon","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.36980001,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4328.96561806,c(554189.996677622, 4962881.73076705),46003,1
"103","Site-103","Over","Next",-76.2217174233536,43.1903031784365,"1",1067943.30406186,9.3637929672536e-07,"None","194098","167070076",60000600087100,"04140202001288",NA,NA,2.51274546286,460,46006,"H0414",8,1,1,1.30198654,NA,0,1,1e+05,"Not_Border","NY","Include","Onondaga","F36067","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.85919998,"NHD100","Non-Urban","Urban","Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2512.74546286,c(400727.209138739, 4782672.44171105),46006,1
"104","Site-104","Over","Next",-79.6982399991692,42.2262269141446,"1",1067943.30406186,9.3637929672536e-07,"None","115397","123925367",60001100028000,"04120101000331",NA,NA,3.9479532232,460,46006,"H0412",7,1,1,3.39136941,NA,0,1,1e+05,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H04","Great Lakes Region","H04120101","Chautauqua-Conneaut","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",4.4179,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"61c","Low Lime Drift Plain","61","Erie Drift Plain","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3947.9532232,c(112241.68113976, 4685591.52303927),46006,1
"105","Site-105","Over","Next",-73.4258102318502,43.3525518790969,"1",1067943.30406186,9.3637929672536e-07,"None","236290","52530629",60000200041200,"04300101001099",NA,NA,1.41265237397,460,46006,"H0430",7,1,1,1.0138161,NA,0,1,1e+05,"Not_Border","NY","Include","Washington","F36115","Region_02","H02","Mid-Atlantic Region","H04300101","Mettawee River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.40060005,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1412.65237397,c(627574.536410937, 4801169.54490865),46006,1
"106","Site-106","Over","Next",-73.9165695755982,44.076303218934,"1",1067943.30406186,9.3637929672536e-07,"None","339790","115352039",60000200105000,"04300104000954",NA,NA,0.0332161057721,460,46006,"H0430",8,1,1,1.09990434,NA,0,1,50000,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300104","Ausable River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",0.6546,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58z","Adirondack High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",33.2161057721,c(586751.846980266, 4880918.31648855),46006,1
"107","Site-107","Over","Next",-74.0618824285869,42.0580315077011,"1",1067943.30406186,9.3637929672536e-07,"None","78333","52839005",10000700062900,"02020006006272",NA,NA,1.42382558058,460,46006,"H0202",5,1,1,1.854976,NA,0,1,1e+05,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.70370003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60c","Catskills Transition","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1423.82558058,c(577622.397872954, 4656645.13667921),46006,1
"108","Site-108","Over","Next",-78.7242055313056,43.000239237998,"1",1067943.30406186,9.3637929672536e-07,"None","229087","118010305",60000800246100,"04270101004577",NA,NA,0.605869274419,334,33400,"H0427",10,1,1,1.14145383,NA,0,1,250000,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.05489998,"NHD100","Urban","Urban","Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",605.869274419,c(196432.133641283, 4767574.86133186),33400,1
"109","Site-109","Over","Next",-74.5681691540371,43.226719933457,"1",1067943.30406186,9.3637929672536e-07,"None","308596","53522947",10000700030300,"02020004003960",NA,NA,1.13860051161,460,46006,"H0202",5,1,1,1.367914,NA,0,1,0,"Not_Border","NY","Include","Fulton","F36035","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.39310001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1138.60051161,c(535068.152250645, 4786082.66981827),46006,1
"110","Site-110","Over","Next",-73.518467071982,44.4379549662453,"1",1067943.30406186,9.3637929672536e-07,"None","249546","115350117",60000200010000,"04300104000102",NA,NA,1.4226852856,460,46006,"H0430",8,1,1,1.82739096,NA,0,1,50000,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300104","Ausable River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.60179998,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83b","Champlain Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1422.6852856,c(617903.650466018, 4921584.78312534),46006,1
"111","Site-111","Over","Next",-74.5933844843406,41.9818027592107,"1",1067943.30406186,9.3637929672536e-07,"None","290440","50CC34E4-F6C5-408A-8028-4969F876D002",10000200046600,"02040102001780",NA,NA,0.0972941894588,460,46003,"H0204",4,1,1,1.08453,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02040102","East Branch Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",0.87920002,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58y","Catskill High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",97.2941894588,c(533684.552696069, 4647835.76018602),46003,1
"112","Site-112","Over","Next",-76.3726304605232,42.7149370232041,"1",1067943.30406186,9.3637929672536e-07,"None","209020","87946068",60000600063500,"04140201001368",NA,NA,1.74262260609,460,46006,"H0414",9,1,1,2.52171675,NA,0,1,1e+05,"Not_Border","NY","Include","Cayuga","F36011","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.67740003,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1742.62260609,c(387602.461806714, 4730073.21774284),46006,1
"113","Site-113","Over","Next",-74.8584475426216,43.4951999695832,"1",1067943.30406186,9.3637929672536e-07,"None","324892","131804423",60000600088400,"04140301018063","00970305","Little Salmon Outlet",1.31452356728,460,46006,"H0414",8,1,1,3.46925899,NA,0,1,250000,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.55769998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1314.52356728,c(511444.620413775, 4815818.0299692),46006,1
"114","Site-114","Over","Next",-75.6807528617426,44.0080956421931,"1",1067943.30406186,9.3637929672536e-07,"None","169842","167298075",60000600063100,"04140301017666",NA,NA,1.29141102473,460,46003,"H0414",7,1,1,2.14660461,NA,0,1,1e+05,"Not_Border","NY","Include","Jefferson","F36045","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",2.74189998,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83e","Upper St. Lawrence Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1291.41102473,c(445428.619825594, 4872997.24734751),46003,1
"115","Site-115","Over","Next",-75.660368993532,42.6786578816636,"1",1067943.30406186,9.3637929672536e-07,"None","310502","62621206",10000600013100,"02050102001514",NA,NA,1.72455907313,460,46006,"H0205",6,1,1,2.44831617,NA,0,1,1e+05,"Not_Border","NY","Include","Chenango","F36017","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.67649998,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1724.55907313,c(445894.669417416, 4725342.67437106),46006,1
"116","Site-116","Over","Next",-78.6724254342322,42.193089270444,"1",1067943.30406186,9.3637929672536e-07,"None","102336","112356339",24000400057000,"05010001001217","00960989","Porter Creek",3.22689480981,460,46006,"H0501",4,1,1,1.90917814,NA,0,1,1e+05,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",2.47460001,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3226.89480981,c(196759.04818582, 4677746.8727283),46006,1
"117","Site-117","Over","Next",-75.8700560999007,43.4326384991373,"1",1067943.30406186,9.3637929672536e-07,"None","184168","167069900",60000600084500,"04140202000825",NA,NA,3.77514404527,460,46006,"H0414",11,1,1,3.78847309,NA,0,1,1e+05,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.7607,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58af","Tug Hill Transition","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3775.14404527,c(429582.596952668, 4809227.98034607),46006,1
"118","Site-118","Over","Next",-73.5476225148499,40.668583187056,"1",1067943.30406186,9.3637929672536e-07,"None","34109","139712350",10000100084700,"02030202011637",NA,NA,1.65242240664,460,46003,"H0203",3,1,1,2.49593285,NA,0,1,0,"Not_Border","NY","Include","Nassau","F36059","Region_02","H02","Mid-Atlantic Region","H02030202","Southern Long Island","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",3.69060003,"NHD100","Urban","Urban","Urban",118,"59g","Long Island Sound Coastal Lowland","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1652.42240664,c(622758.957068554, 4502981.77907806),46003,1
"119","Site-119","Over","Next",-77.0851738008541,42.850584441082,"1",1067943.30406186,9.3637929672536e-07,"None","163231","87941742",60000600062500,"04140201002861",NA,NA,5.07976592912,460,46006,"H0414",12,1,1,1.97362475,NA,0,1,1e+05,"Not_Border","NY","Include","Ontario","F36069","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.06109999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",5079.76592912,c(329626.794613994, 4746331.57319438),46006,1
"120","Site-120","Over","Next",-79.3843412775177,42.4425969096329,"1",1067943.30406186,9.3637929672536e-07,"None","109149","123925946",60001100028400,"04120101005505",NA,NA,3.53987521147,460,46006,"H0412",6,1,1,3.12490518,NA,0,1,50000,"Not_Border","NY","Include","Chautauqua","F36013","Region_02","H04","Great Lakes Region","H04120101","Chautauqua-Conneaut","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.8168,"Not_NHD100","Urban","Urban","Non-Urban",116,"83a","Erie/Ontario Lake Plain","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3539.87521147,c(139394.517914611, 4708239.62930328),46006,1
"121","Site-121","Over","Next",-73.5999674932386,42.9416760611127,"1",1067943.30406186,9.3637929672536e-07,"None","150445","50515849",10000700066100,"02020003000421",NA,NA,4.91055549955,460,46006,"H0202",2,1,1,1.751554,NA,0,1,250000,"Not_Border","NY","Include","Washington","F36115","Region_02","H02","Mid-Atlantic Region","H02020003","Hudson-Hoosic","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",4.26900006,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",4910.55549955,c(614223.052840342, 4755288.86356388),46006,1
"122","Site-122","Over","Next",-76.035162662665,43.6555098649894,"1",1067943.30406186,9.3637929672536e-07,"None","177763","129633575",60000600088100,"04140102000648",NA,NA,3.13802567082,460,46006,"H0414",8,1,1,5.88419955,NA,0,1,1e+05,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140102","Salmon-Sandy","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.57220002,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58af","Tug Hill Transition","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3138.02567082,c(416527.845170155, 4834132.80070344),46006,1
"123","Site-123","Over","Next",-74.892968578906,41.4757511129434,"1",1067943.30406186,9.3637929672536e-07,"None","113943","26173018",10000200063900,"02040104001034",NA,NA,3.03063814401,460,46006,"H0204",3,1,1,1.08407,NA,0,1,1e+05,"Not_Border","NY","Include","Sullivan","F36105","Region_02","H02","Mid-Atlantic Region","H02040104","Middle Delaware-Mongaup-Brodhead","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.8482,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"62b","Low Poconos","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3030.63814401,c(508936.471038687, 4591577.6651247),46006,1
"124","Site-124","Over","Next",-78.4862725825333,42.7604640058719,"1",1067943.30406186,9.3637929672536e-07,"None","185881","108910799",60001100025400,"04120103000352",NA,NA,3.03714606829,460,46006,"H0412",9,1,1,1.07576282,NA,0,1,1e+05,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04120103","Buffalo-Eighteenmile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",1.70280004,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60f","Cattaraugus Hills","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",3037.14606829,c(214724.335207786, 4740111.62186125),46006,1
