"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FRAME23_ID","PERM_ID","NHDPLUSID","REACHCODE","GNIS_ID","GNIS_NAME","LENGTH_KM","FTYPE","FCODE","HUC4","STREAM_LEV","STRAH_ORD","STRAH_CAL","MEAN_FLOW","WBPERM_ID","MAINPATH","INNETWORK","VISFILT","BORD_RIV","PSTL_CODE","FRAME23","CNTYNAME","STATECTY","EPA_REG","HUC2","HUC2_NM","HUC8","HUC8_NM","MAJ_BASIN","MAJ_BAS_NM","MIS_BASIN","MIS_BAS_NM","WSAREA_KM","NHD100K","URBN_NRS08","URBN_NRS18","URBN_NRS23","FEOW_ID","US_L4CODE","US_L4NAME","US_L3CODE","US_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","AG_ECO9","AG_ECO9_NM","AG_ECO3","AG_ECO3_NM","OWN_NARS","FS_EW","STRAH_CAT","Shape_Leng","geometry","fcode","stream_order"
"34","Site-035","Base","None",-74.2844982880477,41.6489787100113,"2",1112126.1828005,8.99178542386125e-07,"None","29466","61771579",10000700070900,"02020007000263","00943348","Beaver Brook",1.41124843317,460,46006,"H0202",6,2,2,8.14515943,NA,0,1,0,"Not_Border","NY","Include","Ulster","F36111","Region_02","H02","Mid-Atlantic Region","H02020007","Rondout","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",11.0023,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"67k","Northern Glaciated Shale and Slate Valleys","67","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS","SAP","Southern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1411.24843317,c(559580.876727885, 4611051.16605916),46006,"2"
"35","Site-036","Base","None",-75.1908842314124,43.1133269632402,"2",1112126.1828005,8.99178542386125e-07,"None","156890","53527325",10000700038700,"02020004004624",NA,NA,0.750062237843,460,46006,"H0202",5,2,2,2.9623954,NA,0,1,0,"Not_Border","NY","Include","Oneida","F36065","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",4.67070001,"NHD100","Urban","Urban","Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",750.062237843,c(484469.963706315, 4773417.3681253),46006,"2"
"36","Site-037","Base","None",-74.3063625353002,43.6913410911155,"2",1112126.1828005,8.99178542386125e-07,"None","304756","89355903",10000700061200,"02020001000525",NA,NA,0.395775170093,460,46006,"H0202",3,2,2,6.59458711,NA,0,1,0,"Not_Border","NY","Include","Hamilton","F36041","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",8.36109999,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",395.775170093,c(555899.320671327, 4837825.44509146),46006,"2"
"37","Site-038","Base","None",-76.9230824055519,42.5331984088315,"2",1112126.1828005,8.99178542386125e-07,"None","258360","87951450",60000600061400,"04140201002415",NA,NA,6.27889809126,460,46006,"H0414",6,2,2,2.31754584,NA,0,1,5e+05,"Not_Border","NY","Include","Yates","F36123","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.66119997,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",6278.89809126,c(342068.768260617, 4710771.47151325),46006,"2"
"38","Site-039","Base","None",-73.7642700643326,42.4195309009846,"2",1112126.1828005,8.99178542386125e-07,"None","67321","52825449",10000700074800,"02020006000779",NA,NA,2.82271919546,460,46006,"H0202",2,2,2,3.69220529,NA,0,1,250000,"Not_Border","NY","Include","Columbia","F36021","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.79950005,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2822.71919546,c(601665.965672261, 4697097.57226791),46006,"2"
"39","Site-040","Base","None",-75.0120037830612,43.4990304562266,"2",1112126.1828005,8.99178542386125e-07,"None","318308","131800322",60000600062000,"04140301016667","00955733","Little Woodhull Creek",2.17059545401,460,46006,"H0414",8,2,2,23.0955967,NA,0,1,1e+06,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H04","Great Lakes Region","H04140301","Black","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",21.18300005,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58aa","Acid Sensitive Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2170.59545401,c(499029.546699896, 4816233.77545961),46006,"2"
"40","Site-041","Base","None",-73.6659673667295,44.3453542487111,"2",1112126.1828005,8.99178542386125e-07,"None","227318","115350527",60000200006200,"04300104000117","00959056","Number Five Brook",2.3012769455,460,46006,"H0430",8,2,2,2.58545556,NA,0,1,1e+05,"Not_Border","NY","Include","Essex","F36031","Region_02","H02","Mid-Atlantic Region","H04300104","Ausable River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",2.28710003,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58z","Adirondack High Peaks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",2301.2769455,c(606332.769618982, 4911097.08016522),46006,"2"
"41","Site-042","Base","None",-78.5266640996485,42.0578895863822,"2",1112126.1828005,8.99178542386125e-07,"None","99908","112360357",24000400057400,"05010001001962","00970758","West Branch Fourmile Creek",0.855160870608,460,46006,"H0501",4,2,2,1.67119335,NA,0,1,1e+05,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",2.19960002,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",855.160870608,c(208175.768821516, 4662224.01031787),46006,"2"
"42","Site-043","Base","None",-74.9100776715017,42.3107376568394,"2",1112126.1828005,8.99178542386125e-07,"None","97295","4D9A2922-D573-4490-BE0D-BC9798029289",10000200024700,"02040101002053",NA,NA,1.71813343519,460,46006,"H0204",4,2,2,1.141808,NA,0,1,50000,"Not_Border","NY","Include","Delaware","F36025","Region_02","H02","Mid-Atlantic Region","H02040101","Upper Delaware","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",1.7272,"Not_NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1718.13343519,c(507410.812274363, 4684281.92297893),46006,"2"
"43","Site-044","Base","None",-78.6159635536446,43.1885967397706,"2",1112126.1828005,8.99178542386125e-07,"None","215025","124606976",60000700017200,"04130001000981",NA,NA,1.28525836735,460,46003,"H0413",10,2,2,1.62452415,NA,0,1,1e+05,"Not_Border","NY","Include","Niagara","F36063","Region_02","H04","Great Lakes Region","H04130001","Oak Orchard-Twelvemile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",3.3721,"NHD100","Non-Urban","Urban","Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1285.25836735,c(206159.220013673, 4788108.788987),46003,"2"
"44","Site-045","Base","None",-75.3423397786829,44.6522370516723,"2",1112126.1828005,8.99178542386125e-07,"None","251313","133091886",60000300025600,"04290003005746","00976554","Lisbon Creek",1.59296232235,460,46006,"H0429",6,2,2,8.865738,NA,0,1,5e+06,"Not_Border","NY","Include","St. Lawrence","F36089","Region_02","H04","Great Lakes Region","H04290003","Oswegatchie","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",22.23920004,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"83d","St. Lawrence Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1592.96232235,c(472855.670141533, 4944376.51857038),46006,"2"
"45","Site-046","Base","None",-78.2949823074338,42.5819600280691,"2",1112126.1828005,8.99178542386125e-07,"None","241392","87204750",60001100019700,"04120102000373","00966051","Spring Brook",0.76854821881,460,46006,"H0412",7,2,2,4.02132254,NA,0,1,250000,"Not_Border","NY","Include","Wyoming","F36121","Region_02","H04","Great Lakes Region","H04120102","Cattaraugus","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.55669997,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",768.54821881,c(229605.118285384, 4719657.8038937),46006,"2"
"46","Site-047","Base","None",-75.3568637370144,42.7113980898426,"2",1112126.1828005,8.99178542386125e-07,"None","155785","43473427",10000600087800,"02050101000502","00964984","Shawler Brook",1.93622618996,460,46006,"H0205",4,2,2,6.93034919,NA,0,1,250000,"Not_Border","NY","Include","Chenango","F36017","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",11.19449997,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1936.22618996,c(470776.844976578, 4728828.58698569),46006,"2"
"47","Site-048","Base","None",-75.6034898282765,43.3752916901307,"2",1112126.1828005,8.99178542386125e-07,"None","210000","124493046",60000600091900,"04140202000949","00946625","Christian Brook",1.0403624446,460,46006,"H0414",10,2,2,5.81951731,NA,0,1,1e+05,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",6.08969997,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58ae","Tug Hill Plateau","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1040.3624446,c(451110.91749907, 4802668.50005387),46006,"2"
"48","Site-049","Base","None",-74.1812110842111,42.9809429920705,"2",1112126.1828005,8.99178542386125e-07,"None","151922","53532837",10000700023700,"02020004002218",NA,NA,1.45497376326,460,46006,"H0202",5,2,2,4.13163178,NA,0,1,0,"Not_Border","NY","Include","Montgomery","F36057","Region_02","H02","Mid-Atlantic Region","H02020004","Mohawk","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",6.34210001,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","SS",1454.97376326,c(566758.920517436, 4759023.76768653),46006,"2"
"49","Site-050","Base","None",-74.0128401105331,43.3262463424993,"3",978200.561135468,1.02228524469382e-06,"None","123850","47698883",10000700034300,"02020002000007","00960001","Paul Creek",2.00401151318,460,46006,"H0202",3,3,3,26.82030222,NA,0,1,0,"Not_Border","NY","Include","Saratoga","F36091","Region_02","H02","Mid-Atlantic Region","H02020002","Sacandaga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",30.32270007,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2004.01151318,c(580035.00194692, 4797518.03889671),46006,"3"
"50","Site-051","Base","None",-75.7491944853487,43.4359023108203,"3",978200.561135468,1.02228524469382e-06,"None","192594","124492816",60000600085000,"04140202000772","00955658","Little River",1.56635870062,460,46006,"H0414",11,3,3,18.63124065,NA,0,1,5e+05,"Not_Border","NY","Include","Oneida","F36065","Region_02","H04","Great Lakes Region","H04140202","Oneida","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",18.97110003,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"58ae","Tug Hill Plateau","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1566.35870062,c(439367.742952906, 4809495.41473606),46006,"3"
"51","Site-052","Base","None",-75.0078472106678,42.8739516588857,"3",978200.561135468,1.02228524469382e-06,"None","124791","43468503",10000600102800,"02050101001925",NA,NA,0.166996084724,334,33400,"H0205",4,3,3,9.63832132,NA,0,1,250000,"Not_Border","NY","Include","Herkimer","F36043","Region_02","H02","Mid-Atlantic Region","H02050101","Upper Susquehanna","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",13.80240009,"NHD100","Non-Urban","Non-Urban","Non-Urban",158,"83f","Mohawk Valley","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",166.996084724,c(499359.080903296, 4746817.52676028),33400,"3"
"52","Site-053","Base","None",-74.0019805730438,43.552724702882,"3",978200.561135468,1.02228524469382e-06,"None","229019","89358975",10000700053700,"02020001004254","00957242","Mill Creek",2.12396733398,460,46006,"H0202",2,3,3,29.24685562,NA,0,1,0,"Not_Border","NY","Include","Warren","F36113","Region_02","H02","Mid-Atlantic Region","H02020001","Upper Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",32.01700003,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2123.96733398,c(580614.179519893, 4822680.69666845),46006,"3"
"53","Site-054","Base","None",-73.9568088844956,44.545054042622,"3",978200.561135468,1.02228524469382e-06,"None","331445","129688819",60000200116800,"04300106000385","00942271","Alder Brook",1.78398515633,460,46006,"H0430",7,3,3,35.33607395,NA,0,1,1e+06,"Not_Border","NY","Include","Franklin","F36033","Region_02","H02","Mid-Atlantic Region","H04300106","Saranac River","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",55.17489992,"NHD100","Non-Urban","Non-Urban","Non-Urban",117,"58ad","Central Adirondacks","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1783.98515633,c(582867.536152511, 4932942.90360988),46006,"3"
"54","Site-055","Base","None",-73.5621360274372,42.2102046560381,"3",978200.561135468,1.02228524469382e-06,"None","115703","52833011",10000700056600,"02020006000794",NA,NA,2.7669392614,460,46006,"H0202",5,3,3,7.14286593,NA,0,1,250000,"Not_Border","NY","Include","Columbia","F36021","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",9.90739997,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58x","Taconic Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2766.9392614,c(618688.996486361, 4674116.1216308),46006,"3"
"55","Site-056","Base","None",-76.7024665450941,42.8080563630137,"3",978200.561135468,1.02228524469382e-06,"None","220201","87942644",60000600069200,"04140201001462",NA,NA,2.21357822181,460,46006,"H0414",7,3,3,18.92689216,NA,0,1,2e+06,"Not_Border","NY","Include","Cayuga","F36011","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",40.76080013,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2213.57822181,c(360801.998008841, 4740905.68174125),46006,"3"
"56","Site-057","Base","None",-75.8460665878252,44.1249290400025,"3",978200.561135468,1.02228524469382e-06,"None","243693","129617400",60000600098300,"04140302000354","00970166","Gillette Creek",1.95049609505,460,46006,"H0414",7,3,3,3.65779935,NA,0,1,1e+05,"Not_Border","NY","Include","Jefferson","F36045","Region_02","H04","Great Lakes Region","H04140302","Chaumont-Perch","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",5.60180001,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1950.49609505,c(432309.779194678, 4886096.55787042),46006,"3"
"57","Site-058","Base","None",-73.8433609778813,41.6938673147734,"3",978200.561135468,1.02228524469382e-06,"None","22561","37084789",10000700074100,"02020008000689",NA,NA,2.14834761338,460,46006,"H0202",3,3,3,5.27273095,NA,0,1,0,"Not_Border","NY","Include","Dutchess","F36027","Region_02","H02","Mid-Atlantic Region","H02020008","Hudson-Wappinger","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",7.96859997,"NHD100","Urban","Urban","Urban",118,"59i","Hudson Valley","59","Northeastern Coastal Zone","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2148.34761338,c(596248.607696318, 4616433.80840814),46006,"3"
"58","Site-059","Base","None",-74.2422028622758,42.4284821014131,"3",978200.561135468,1.02228524469382e-06,"None","108776","52825303",10000700061800,"02020006013450",NA,NA,0.524942352295,460,46006,"H0202",3,3,3,14.55133003,NA,0,1,2e+06,"Not_Border","NY","Include","Albany","F36001","Region_02","H02","Mid-Atlantic Region","H02020006","Middle Hudson","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",24.009,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",524.942352295,c(562336.33566255, 4697630.01320941),46006,"3"
"59","Site-060","Base","None",-76.8048145598201,43.1889004178073,"3",978200.561135468,1.02228524469382e-06,"None","249382","113130541",60000600098700,"04140101000820","00971539","Wolcott Creek",0.417488077331,460,46006,"H0414",7,3,3,16.25845593,NA,0,1,5e+05,"Not_Border","NY","Include","Wayne","F36117","Region_02","H04","Great Lakes Region","H04140101","Irondequoit-Ninemile","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",36.59210005,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83a","Erie/Ontario Lake Plain","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",417.488077331,c(353342.417736122, 4783373.36266558),46006,"3"
"60","Site-061","Base","None",-76.3102364986355,43.2335506822405,"3",978200.561135468,1.02228524469382e-06,"None","172865","167139386",60000600060500,"04140203000076",NA,NA,0.972043339487,460,46003,"H0414",6,3,3,5.42208454,NA,0,1,250000,"Not_Border","NY","Include","Oswego","F36075","Region_02","H04","Great Lakes Region","H04140203","Oswego","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",8.304,"NHD100","Urban","Urban","Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",972.043339487,c(393609.571978019, 4787584.05543894),46003,"3"
"61","Site-062","Base","None",-75.889652863945,42.1400032736934,"3",978200.561135468,1.02228524469382e-06,"None","117865","62634330",10000600086000,"02050102000607","00960283","Phelps Creek",2.94811141601,460,46006,"H0205",3,3,3,4.36583548,NA,0,1,5e+05,"Not_Border","NY","Include","Broome","F36007","Region_02","H02","Mid-Atlantic Region","H02050102","Chenango","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",8.38879991,"NHD100","Urban","Urban","Urban",158,"60a","Glaciated Low Allegheny Plateau","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",2948.11141601,c(426482.49050979, 4665703.78729698),46006,"3"
"62","Site-063","Base","None",-78.7249741118947,42.0982249149518,"3",978200.561135468,1.02228524469382e-06,"None","293093","112359743",24000400027600,"05010001002082","00962296","Red House Brook",1.28393361151,460,46006,"H0501",3,3,3,30.03461409,NA,0,1,2e+06,"Not_Border","NY","Include","Cattaraugus","F36009","Region_02","H05","Ohio Region","H05010001","Upper Allegheny","H05_06","Ohio-Tennessee Region","H05_06","Ohio-Tennessee Region",39.38260003,"NHD100","Non-Urban","Non-Urban","Non-Urban",150,"62d","Unglaciated High Allegheny Plateau","62","North Central Appalachians","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1283.93361151,c(191959.130000834, 4667400.10366656),46006,"3"
"63","Site-064","Base","None",-77.792486895654,42.9103627334541,"3",978200.561135468,1.02228524469382e-06,"None","177998","42141187",60000700002900,"04130003000303","00946640","Christie Creek",0.68104651209,460,46006,"H0413",11,3,3,13.93365209,NA,0,1,1e+06,"Not_Border","NY","Include","Livingston","F36051","Region_02","H04","Great Lakes Region","H04130003","Lower Genesee","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",38.64009999,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",681.04651209,c(272051.690070324, 4754644.43154237),46006,"3"
"64","Site-065","Base","None",-77.152785166242,42.6111229211182,"4",405644.707543861,2.46521150505057e-06,"None","249280","87948850",60000600095500,"04140201002499","00966706","Sugar Creek",0.594133925184,460,46006,"H0414",6,4,4,31.78157579,NA,0,1,1e+06,"Not_Border","NY","Include","Yates","F36123","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",83.76800003,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",594.133925184,c(323423.981885923, 4719878.53317341),46006,"4"
"65","Site-066","Base","None",-78.7121595461106,43.0427983604743,"4",405644.707543861,2.46521150505057e-06,"None","200513","166768905",60000800202300,"04270101009822","00962189","Ransom Creek",1.9218029395,460,46006,"H0427",8,4,4,35.73529549,NA,0,1,1e+06,"Not_Border","NY","Include","Erie","F36029","Region_02","H04","Great Lakes Region","H04270101","Niagara River","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",74.38780002,"NHD100","Urban","Urban","Urban",116,"83c","Ontario Lowlands","83","Eastern Great Lakes Lowlands","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1921.8029395,c(197623.363939917, 4772258.16839097),46006,"4"
"66","Site-067","Base","None",-76.2419789025586,42.4776457952797,"4",405644.707543861,2.46521150505057e-06,"None","98460","87953788",60000600082800,"04140201000629","00968568","Virgil Creek",0.400855193056,460,46006,"H0414",8,4,4,26.70795165,NA,0,1,1e+06,"Not_Border","NY","Include","Cortland","F36023","Region_02","H04","Great Lakes Region","H04140201","Seneca","H04","Great Lakes Region","NMRB","Not Mississippi River Basin",42.27969995,"NHD100","Non-Urban","Non-Urban","Non-Urban",116,"60d","Finger Lakes Uplands and Gorges","60","Northern Allegheny Plateau","8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",400.855193056,c(397914.336413506, 4703558.14633951),46006,"4"
"67","Site-068","Base","None",-74.1305309230484,43.1199061024668,"4",405644.707543861,2.46521150505057e-06,"None","179610","47715983",10000700062500,"02020002000181","00952177","Hans Creek",1.18028550568,460,46006,"H0202",3,4,4,60.4045181,NA,0,1,0,"Not_Border","NY","Include","Fulton","F36035","Region_02","H02","Mid-Atlantic Region","H02020002","Sacandaga","H02","Mid-Atlantic Region","NMRB","Not Mississippi River Basin",70.74809995,"NHD100","Non-Urban","Non-Urban","Non-Urban",118,"58ac","Eastern Adirondack Foothills","58","Northeastern Highlands","5.3","ATLANTIC HIGHLANDS","5","NORTHERN FORESTS","NAP","Northern Appalachians","EHIGH","Eastern Highlands","Non Federal","Not_USFS","LS",1180.28550568,c(570731.212210115, 4774497.15260076),46006,"4"
