siteID,siteuse,replsite,longitude,latitude,stratum,wgt,ip,caty,FRAME23_ID,PERM_ID,NHDPLUSID,REACHCODE,GNIS_ID,GNIS_NAME,LENGTH_KM,FTYPE,FCODE,HUC4,STREAM_LEV,STRAH_ORD,STRAH_CAL,MEAN_FLOW,WBPERM_ID,MAINPATH,INNETWORK,VISFILT,BORD_RIV,PSTL_CODE,FRAME23,CNTYNAME,STATECTY,EPA_REG,HUC2,HUC2_NM,HUC8,HUC8_NM,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,WSAREA_KM,NHD100K,URBN_NRS08,URBN_NRS18,URBN_NRS23,FEOW_ID,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,OWN_NARS,FS_EW,STRAH_CAT,Shape_Leng,geometry,geometry2,fcode,stream_order
Site-036,Base,None,-73.68088516,41.43422266,None,1058021.222,9.45E-07,None,52560,55489597,1.00001E+13,2.0301E+12,NA,NA,0.422466098,460,46003,H0203,6,1,1,0.516357,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Putnam,F36079,Region_02,H02,Mid-Atlantic Region,H02030101,Lower Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.7549,NHD100,Urban,Urban,Urban,118,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,422.4660984,c(610209.53766148, 4587801.35394748),46003,1
Site-037,Base,None,-79.19397661,42.05348927,None,1058021.222,9.45E-07,None,100124,129444471,2.40004E+13,5.01E+12,1188679,Stillwater Creek,1.480384349,558,55800,H0501,4,4,4,100.9895566,129447890,0,1,1.00E+06,Not_Border,NY,Exclude_Connector,Chautauqua,F36013,Region_02,H05,Ohio Region,H05010002,Conewango,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,144.7521001,NHD100,Non-Urban,Non-Urban,Non-Urban,150,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1480.384349,c(152923.643319111, 4664231.77687988),55800,4
Site-038,Base,None,-75.38338277,44.69834211,None,1058021.222,9.45E-07,None,142080,131100215,6.00003E+13,4.29001E+12,NA,NA,0.907619266,460,46006,H0429,5,1,1,0.415007,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290008,Raisin River-St. Lawrence River,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.15879999,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,907.6192664,c(469625.440124261, 4949512.40004851),46006,1
Site-039,Base,None,-73.52319975,44.74625444,None,1058021.222,9.45E-07,None,203252,92063231,6.00002E+13,4.30011E+12,NA,NA,0.139795927,334,33400,H0430,8,2,2,1.1182431,NA,0,1,1.00E+05,Not_Border,NY,Include,Clinton,F36019,Region_02,H02,Mid-Atlantic Region,H04300108,Lake Champlain,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.22749998,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83b,Champlain Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,139.7959274,c(616907.178373134, 4955823.86089173),33400,2
Site-040,Base,None,-74.71593758,41.76202916,None,1058021.222,9.45E-07,None,92720,26153132,1.00002E+13,2.0401E+12,NA,NA,1.307081874,460,46006,H0204,3,1,1,1.475456,NA,0,1,50000,Not_Border,NY,Include,Sullivan,F36105,Region_02,H02,Mid-Atlantic Region,H02040104,Middle Delaware-Mongaup-Brodhead,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.95579997,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,60b,Delaware-Neversink Highlands,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1307.081874,c(523612.832881426, 4623394.13106433),46006,1
Site-041,Base,None,-76.61049878,42.03449674,None,1058021.222,9.45E-07,None,120256,48522344,1.00006E+13,2.05011E+12,NA,NA,1.999362891,460,46003,H0205,4,1,1,0.762604,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Chemung,F36015,Region_02,H02,Mid-Atlantic Region,H02050105,Chemung,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.04180002,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1999.362891,c(366692.536304095, 4654861.02353415),46003,1
Site-042,Base,None,-75.53116422,44.26591808,None,1058021.222,9.45E-07,None,161147,133093170,6.00003E+13,4.29E+12,NA,NA,1.573462265,460,46006,H0429,7,2,2,0.982641,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290003,Oswegatchie,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.09409995,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1573.462265,c(457605.026172396, 4901545.63188153),46006,2
Site-043,Base,None,-77.52944087,42.76881049,None,1058021.222,9.45E-07,None,178980,42144895,6.00007E+13,4.13E+12,NA,NA,1.305555113,460,46006,H0413,12,1,1,0.25367428,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Ontario,F36069,Region_02,H04,Great Lakes Region,H04130003,Lower Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.51480002,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1305.555113,c(293052.817388625, 4738245.06942695),46006,1
Site-044,Base,None,-75.29502782,42.52972298,None,1058021.222,9.45E-07,None,258245,43479391,1.00006E+13,2.0501E+12,957687,Morris Brook,2.22686202,460,46006,H0205,4,3,3,11.84217716,NA,0,1,2.00E+06,Not_Border,NY,Include,Otsego,F36077,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,19.56099996,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2226.86202,c(475770.179958973, 4708635.65423741),46006,3
Site-045,Base,None,-73.6777969,43.36020862,None,1058021.222,9.45E-07,None,211054,52530393,6.00002E+13,4.3001E+12,NA,NA,1.427951884,558,55800,H0430,5,3,3,17.64250933,52533189,0,1,1.00E+06,Not_Border,NY,Exclude_Lake,Warren,F36113,Region_02,H02,Mid-Atlantic Region,H04300101,Mettawee River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,25.39999999,NHD100,Non-Urban,Urban,Urban,117,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1427.951884,c(607139.475790199, 4801665.45900836),55800,3
Site-046,Base,None,-73.92598156,43.22906838,None,1058021.222,9.45E-07,None,298318,47710508,1.00007E+13,2.02E+12,944176,Black Pond Creek,0.69263007,460,46003,H0202,4,1,1,1.04526,NA,0,1,0,Not_Border,NY,Include,Saratoga,F36091,Region_02,H02,Mid-Atlantic Region,H02020002,Sacandaga,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.2266,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,692.6300698,c(587215.895303037, 4786812.8721057),46003,1
Site-047,Base,None,-77.85611024,42.77954592,None,1058021.222,9.45E-07,None,257103,42144669,6.00007E+13,4.13E+12,943327,Beards Creek,1.619153455,460,46006,H0413,11,4,4,48.16224711,NA,0,1,2.00E+06,Not_Border,NY,Include,Livingston,F36051,Region_02,H04,Great Lakes Region,H04130003,Lower Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,120.1937999,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1619.153455,c(266364.978672993, 4740290.91594916),46006,4
Site-048,Base,None,-73.79312043,42.25990309,None,1058021.222,9.45E-07,None,43141,52830617,1.00007E+13,2.02001E+12,NA,NA,0.616613245,558,55800,H0202,3,1,1,0.640789,52851589,0,1,24000,Not_Border,NY,Exclude_Lake,Columbia,F36021,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.40780002,Not_NHD100,Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,616.6132455,c(599543.856124755, 4679338.71897002),55800,1
Site-049,Base,None,-78.31780846,42.44999457,None,1058021.222,9.45E-07,None,114747,87208298,6.00011E+13,4.1201E+12,NA,NA,1.524896894,460,46006,H0412,8,1,1,0.80344261,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Cattaraugus,F36009,Region_02,H04,Great Lakes Region,H04120102,Cattaraugus,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.1751,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1524.896894,c(227157.607423455, 4705075.58174588),46006,1
Site-050,Base,None,-74.65036601,44.72257431,None,1058021.222,9.45E-07,None,177219,135262410,6.00003E+13,4.29001E+12,NA,NA,1.91002261,460,46003,H0429,9,1,1,0.568592,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290006,St. Regis,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.1744,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1910.02261,c(527689.163394048, 4952192.1231948),46003,1
Site-051,Base,None,-74.96072955,43.25562711,None,1058021.222,9.45E-07,None,194814,53521927,1.00007E+13,2.02E+12,NA,NA,1.244474275,460,46003,H0202,5,1,1,1.457612,NA,0,1,0,Not_Border,NY,Include,Herkimer,F36043,Region_02,H02,Mid-Atlantic Region,H02020004,Mohawk,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.72059997,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1244.474275,c(503187.568227022, 4789203.13633577),46003,1
Site-052,Base,None,-73.06247289,41.01162965,None,1058021.222,9.45E-07,None,1543,133270013,1.00001E+13,2.0302E+12,NA,NA,13.56850615,558,55800,H0203,4,1,1,60.75718439,{efcee92b-2684-452b-879a-df5d7233ab16},0,1,0,Not_Border,NY,Exclude_Estuary,Suffolk,F36103,Region_02,H02,Mid-Atlantic Region,H02030203,Long Island Sound,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,99.24439997,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59g,Long Island Sound Coastal Lowland,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,13568.50615,c(662924.723994057, 4541856.13590118),55800,1
Site-053,Base,None,-76.0269842,42.41599676,None,1058021.222,9.45E-07,None,81634,62629422,1.00006E+13,2.0501E+12,NA,NA,1.274042894,460,46006,H0205,4,1,1,0.464359,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Cortland,F36023,Region_02,H02,Mid-Atlantic Region,H02050102,Chenango,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.98279996,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1274.042894,c(415503.403330965, 4696476.36247499),46006,1
Site-054,Base,None,-75.15040628,44.50279804,None,1058021.222,9.45E-07,None,248079,132852267,6.00003E+13,4.29E+12,NA,NA,0.533037847,460,46006,H0429,8,1,1,0.784677,NA,0,1,250000,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290004,Grass,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.66409997,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,533.0378473,c(488043.610873449, 4927730.97902625),46006,1
Site-055,Base,None,-73.47824064,44.32479813,None,1058021.222,9.45E-07,None,247039,92069489,6.00002E+13,4.30011E+12,947042,Cold Brook,1.573069785,460,46006,H0430,7,4,4,21.81782366,NA,0,1,1.00E+06,Not_Border,NY,Include,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300108,Lake Champlain,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,45.74189997,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83b,Champlain Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1573.069785,c(621338.520223289, 4909074.51432484),46006,4
Site-056,Base,None,-74.1141878,42.15656137,None,1058021.222,9.45E-07,None,59972,{730f6b67-acf5-461b-a921-4cd84a1f82a0},1.00007E+13,2.02001E+12,NA,NA,0.025449967,460,46006,H0202,4,1,1,0.565215,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Greene,F36039,Region_02,H02,Mid-Atlantic Region,H02020005,Schoharie,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.6538,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58y,Catskill High Peaks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,25.4499671,c(573181.054126249, 4667538.98391809),46006,1
Site-057,Base,None,-77.695797,42.23556944,None,1058021.222,9.45E-07,None,71626,57347477,1.00006E+13,2.0501E+12,NA,NA,1.743612918,460,46006,H0205,7,2,2,1.52909,NA,0,1,1.00E+05,Not_Border,NY,Include,Steuben,F36101,Region_02,H02,Mid-Atlantic Region,H02050104,Tioga,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,3.26920001,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60e,Glaciated Allegheny Hills,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1743.612918,c(277557.788627709, 4679450.6666414),46006,2
Site-058,Base,None,-74.00270882,43.55338017,None,1058021.222,9.45E-07,None,229019,89358975,1.00007E+13,2.02E+12,957242,Mill Creek,2.123967334,460,46006,H0202,2,3,3,29.24685562,NA,0,1,0,Not_Border,NY,Include,Warren,F36113,Region_02,H02,Mid-Atlantic Region,H02020001,Upper Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,32.01700003,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58ad,Central Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2123.967334,c(580554.482311057, 4822752.78717989),46006,3
Site-059,Base,None,-76.849164,43.27732635,None,1058021.222,9.45E-07,None,325084,113128257,6.00006E+13,4.1401E+12,943378,Beaver Creek,1.490398551,460,46006,H0414,8,2,2,3.63830057,NA,0,1,1.00E+05,Not_Border,NY,Include,Wayne,F36117,Region_02,H04,Great Lakes Region,H04140101,Irondequoit-Ninemile,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,7.7508,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83a,Erie/Ontario Lake Plain,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1490.398551,c(349955.711943288, 4793272.31396095),46006,2
Site-060,Base,None,-75.03540151,42.13682538,None,1058021.222,9.45E-07,None,18569,25537126,1.00002E+13,2.0401E+12,NA,NA,1.256830025,460,46003,H0204,5,1,1,0.70876,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040102,East Branch Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.95859998,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1256.830025,c(497074.419934881, 4664968.57796508),46003,1
Site-061,Base,None,-73.67732833,42.90791049,None,1058021.222,9.45E-07,None,153749,50516141,1.00007E+13,2.02E+12,NA,NA,0.60027593,460,46006,H0202,2,1,1,0.667593,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Rensselaer,F36083,Region_02,H02,Mid-Atlantic Region,H02020003,Hudson-Hoosic,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.87619998,NHD100,Urban,Urban,Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,600.2759299,c(607970.368339324, 4751437.04590587),46006,1
Site-062,Base,None,-74.7945721,43.0640047,None,1058021.222,9.45E-07,None,130783,53529307,1.00007E+13,2.02E+12,947863,Crum Creek,0.571463031,460,46006,H0202,3,3,3,12.79809581,NA,0,1,0,Not_Border,NY,Include,Herkimer,F36043,Region_02,H02,Mid-Atlantic Region,H02020004,Mohawk,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,18.6423,NHD100,Non-Urban,Non-Urban,Non-Urban,118,83f,Mohawk Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,571.4630305,c(516726.701284497, 4767942.92433539),46006,3
Site-063,Base,None,-78.49499237,43.04217729,None,1058021.222,9.45E-07,None,235782,118009271,6.00008E+13,4.2701E+12,NA,NA,2.103205309,460,46003,H0427,10,3,3,2.84537834,NA,0,1,5.00E+05,Not_Border,NY,Include,Erie,F36029,Region_02,H04,Great Lakes Region,H04270101,Niagara River,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,17.04899998,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2103.205309,c(215311.559603299, 4771428.73541492),46003,3
Site-064,Base,None,-73.86745168,42.5312987,None,1058021.222,9.45E-07,None,83566,52821535,1.00007E+13,2.02001E+12,NA,NA,1.87887921,460,46006,H0202,4,1,1,0.429299,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Albany,F36001,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.95749997,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1878.87921,c(593011.222981259, 4709389.90920882),46006,1
Site-065,Base,None,-73.62585076,43.03690796,None,1058021.222,9.45E-07,None,155727,50512485,1.00007E+13,2.02E+12,NA,NA,0.460151512,460,46003,H0202,5,2,2,0.61408,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Saratoga,F36091,Region_02,H02,Mid-Atlantic Region,H02020003,Hudson-Hoosic,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.37899999,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,460.1515122,c(611938.33107456, 4765829.56776938),46003,2
Site-066,Base,None,-75.86699814,43.88684443,None,1058021.222,9.45E-07,None,191189,166906746,6.00006E+13,4.1401E+12,950665,Freeman Creek,2.090901053,460,46006,H0414,8,3,3,6.99695344,NA,0,1,250000,Not_Border,NY,Include,Jefferson,F36045,Region_02,H04,Great Lakes Region,H04140102,Salmon-Sandy,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,7.02269999,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58af,Tug Hill Transition,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2090.901053,c(430357.115042175, 4859670.31772362),46006,3
Site-067,Base,None,-73.90921805,44.11027614,None,1058021.222,9.45E-07,None,319428,115351957,6.00002E+13,4.3001E+12,956499,Marcy Brook,1.101211471,460,46006,H0430,6,1,1,3.2082476,NA,0,1,50000,Not_Border,NY,Include,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300104,Ausable River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.87819997,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,58j,Upper Montane/Alpine Zone,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1101.211471,c(587290.504372441, 4884699.46851776),46006,1
Site-068,Base,None,-74.33438806,42.23941488,None,1058021.222,9.45E-07,None,39178,{190deaeb-ef23-4c16-bea0-d59aaade1df7},1.00007E+13,2.02001E+12,NA,NA,0.236123919,460,46006,H0202,4,1,1,0.366998,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Greene,F36039,Region_02,H02,Mid-Atlantic Region,H02020005,Schoharie,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.57029999,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,236.1239186,c(554917.404468533, 4676573.18161055),46006,1
Site-069,Base,None,-76.70578073,42.60533075,None,1058021.222,9.45E-07,None,173671,87949446,6.00006E+13,4.1402E+12,973981,Bergen Creek,2.481523932,460,46006,H0414,7,2,2,2.08367595,NA,0,1,1.00E+05,Not_Border,NY,Include,Seneca,F36099,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,4.52609997,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2481.523932,c(360076.30986898, 4718399.16766768),46006,2
Site-070,Base,None,-76.08229467,43.61296409,None,1058021.222,9.45E-07,None,214540,129633531,6.00006E+13,4.1401E+12,NA,NA,3.214718637,460,46006,H0414,9,1,1,1.33548593,NA,0,1,24000,Not_Border,NY,Include,Oswego,F36075,Region_02,H04,Great Lakes Region,H04140102,Salmon-Sandy,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.4571,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,3214.718637,c(412665.652499132, 4829456.08287917),46006,1
Site-071,Base,None,-74.58057742,43.70356336,None,1058021.222,9.45E-07,None,341188,131800641,6.00006E+13,4.1403E+12,946164,Cellar Brook,0.718732799,460,46006,H0414,9,2,2,7.16922792,NA,0,1,1.00E+05,Not_Border,NY,Include,Hamilton,F36041,Region_02,H04,Great Lakes Region,H04140301,Black,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,5.9669,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,718.7327989,c(533793.818240104, 4839034.59501265),46006,2
