siteID,siteuse,replsite,longitude,latitude,stratum,wgt,ip,caty,FRAME23_ID,PERM_ID,NHDPLUSID,REACHCODE,GNIS_ID,GNIS_NAME,LENGTH_KM,FTYPE,FCODE,HUC4,STREAM_LEV,STRAH_ORD,STRAH_CAL,MEAN_FLOW,WBPERM_ID,MAINPATH,INNETWORK,VISFILT,BORD_RIV,PSTL_CODE,FRAME23,CNTYNAME,STATECTY,EPA_REG,HUC2,HUC2_NM,HUC8,HUC8_NM,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,WSAREA_KM,NHD100K,URBN_NRS08,URBN_NRS18,URBN_NRS23,FEOW_ID,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,OWN_NARS,FS_EW,STRAH_CAT,Shape_Leng,geometry,geometry2,fcode,stream_order
Site-34,Base,None,-74.14794982,41.88327651,Northern Allegheny Plateau,3810378.956,2.62E-07,4,57682,52843019,1.00E+13,2.02E+12,970110,Esopus Creek,4.190031873,558,55800,H0202,2,6,6,928.0961138,120006985,0,1,5.00E+06,Not_Border,NY,Exclude_Connector,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1421.5391,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,4190.031873,c(570693.86761725, 4637167.62523902),55800,4
Site-35,Base,None,-78.39640478,42.67797629,Northern Allegheny Plateau,5715568.435,1.75E-07,2,214641,108912281,6.00E+13,4.12E+12,NA,NA,5.164754071,460,46006,H0412,9,2,2,8.17807109,NA,0,1,250000,Not_Border,NY,Include,Wyoming,F36121,Region_02,H04,Great Lakes Region,H04120103,Buffalo-Eighteenmile,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,12.50020001,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60f,Cattaraugus Hills,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,5164.754071,c(221709.91045153, 4730650.38767836),46006,2
Site-36,Base,None,-74.56765713,42.30508018,Northern Allegheny Plateau,5715568.435,1.75E-07,2,61020,FF30A484-9CBE-48F9-BE56-5B1E098F951A,1.00E+13,2.04E+12,NA,NA,0.046151905,558,55800,H0204,3,2,0,0.289505,550C5BDE-4531-4EC2-9C47-912CB24A2610,0,1,0,Not_Border,NY,Exclude_Lake,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040102,East Branch Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.19199998,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,46.15190525,c(535634.103510454, 4683740.32364751),55800,2
Site-37,Base,None,-74.40032185,41.38872406,Ridge and Valley,586609.7029,1.70E-06,4,71273,61770253,1.00E+13,2.02E+12,970746,Wallkill River,1.062615659,558,55800,H0202,3,6,6,643.2895019,61790843,0,1,0,Not_Border,NY,Include,Orange,F36071,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,892.1954992,NHD100,Non-Urban,Non-Urban,Non-Urban,118,67j,Northern Glaciated Limestone Valleys,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,1062.615659,c(550136.498070259, 4582084.0557363),55800,4
Site-38,Base,None,-74.36365862,41.64431843,Ridge and Valley,406114.4097,2.46E-06,2,14252,61771563,1.00E+13,2.02E+12,NA,NA,1.297161954,460,46006,H0202,7,2,2,1.30118,NA,0,1,0,Not_Border,NY,Include,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.83529997,NHD100,Non-Urban,Non-Urban,Non-Urban,118,67m,Northern Glaciated Ridges,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1297.161954,c(552992.864117997, 4610482.08677398),46006,2
Site-39,Base,None,-74.3228838,41.26716089,Ridge and Valley,564047.7912,1.77E-06,1,45172,159827087,1.00E+13,2.02E+12,NA,NA,2.579835677,460,46006,H0202,7,1,1,1.535827,NA,0,1,0,Not_Border,NY,Include,Orange,F36071,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.2819,NHD100,Non-Urban,Non-Urban,Non-Urban,118,67j,Northern Glaciated Limestone Valleys,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2579.835677,c(556716.121128274, 4568636.19442996),46006,1
Site-40,Base,None,-74.12774341,41.71838096,Ridge and Valley,586609.7029,1.70E-06,4,37278,61759463,1.00E+13,2.02E+12,970746,Wallkill River,0.688149191,558,55800,H0202,3,6,6,1176.955729,61790843,0,1,0,Not_Border,NY,Include,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1654.599499,NHD100,Urban,Non-Urban,Non-Urban,118,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,688.1491915,c(572556.179129022, 4618876.70083933),55800,4
Site-41,Base,None,-74.35744368,41.7157876,Ridge and Valley,564047.7912,1.77E-06,1,296123,61771651,1.00E+13,2.02E+12,965117,Shingle Gully,1.661358733,460,46006,H0202,4,1,1,2.50150187,NA,0,1,0,Not_Border,NY,Include,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.79300001,NHD100,Non-Urban,Non-Urban,Non-Urban,118,67m,Northern Glaciated Ridges,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1661.358733,c(553451.255391227, 4618420.68075343),46006,1
Site-42,Base,None,-74.30717919,41.6644361,Ridge and Valley,406114.4097,2.46E-06,2,68377,61771605,1.00E+13,2.02E+12,943348,Beaver Brook,0.722572342,460,46006,H0202,6,2,2,3.26051059,NA,0,1,0,Not_Border,NY,Include,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020007,Rondout,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,4.08050003,NHD100,Non-Urban,Non-Urban,Non-Urban,118,67k,Northern Glaciated Shale and Slate Valleys,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,722.5723418,c(557678.400397546, 4612751.86726437),46006,2
Site-43,Base,None,-78.97638046,42.05738524,North Central Appalachians,419800.5194,2.38E-06,2,294108,112363497,2.40E+13,5.01E+12,NA,NA,0.222821907,460,46003,H0501,5,2,2,0.93191595,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010001,Upper Allegheny,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,1.17809999,NHD100,Non-Urban,Non-Urban,Non-Urban,150,62d,Unglaciated High Allegheny Plateau,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,222.8219072,c(170954.22614965, 4663802.83501991),46003,2
Site-44,Base,None,-78.9368843,42.06881614,North Central Appalachians,1154451.428,8.66E-07,1,99909,112363027,2.40E+13,5.01E+12,NA,NA,1.12066802,460,46003,H0501,5,1,1,0.51626828,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010001,Upper Allegheny,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,0.645,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,150,62d,Unglaciated High Allegheny Plateau,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1120.66802,c(174281.601319443, 4664920.86179647),46003,1
Site-45,Base,None,-78.6074823,42.27979933,North Central Appalachians,419800.5194,2.38E-06,2,100246,112353329,2.40E+13,5.01E+12,NA,NA,1.634285354,460,46006,H0501,5,2,2,2.45098151,NA,0,1,1.00E+05,Not_Border,NY,Include,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010001,Upper Allegheny,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,3.20969998,NHD100,Non-Urban,Non-Urban,Non-Urban,150,62d,Unglaciated High Allegheny Plateau,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1634.285354,c(202530.357352478, 4687147.29969238),46006,2
Site-46,Base,None,-78.25144182,42.11868274,North Central Appalachians,1154451.428,8.66E-07,1,104738,112356699,2.40E+13,5.01E+12,NA,NA,0.496224539,460,46003,H0501,5,1,1,0.10079313,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Allegany,F36003,Region_02,H05,Ohio Region,H05010001,Upper Allegheny,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,0.1424,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,150,62d,Unglaciated High Allegheny Plateau,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,496.2245391,c(231209.554496198, 4668071.46826138),46003,1
Site-47,Base,None,-78.38115913,42.20460098,North Central Appalachians,559734.0258,1.79E-06,4,107333,112354567,2.40E+13,5.01E+12,953810,Ischua Creek,0.567697045,558,55800,H0501,3,5,5,185.3486242,120006574,0,1,5.00E+06,Not_Border,NY,Exclude_Connector,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010001,Upper Allegheny,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,291.6526,NHD100,Non-Urban,Non-Urban,Non-Urban,150,62d,Unglaciated High Allegheny Plateau,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,567.6970448,c(220863.214052983, 4678029.5923315),55800,4
Site-48,Base,None,-74.68741636,41.44775215,North Central Appalachians,1154451.428,8.66E-07,1,58015,167808431,1.00E+13,2.04E+12,NA,NA,0.456080529,460,46006,H0204,3,1,1,0.543433,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Orange,F36071,Region_02,H02,Mid-Atlantic Region,H02040104,Middle Delaware-Mongaup-Brodhead,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.7893,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,62b,Low Poconos,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,456.0805291,c(526110.070760349, 4588510.88221187),46006,1
Site-49,Base,None,-79.35253866,42.08034822,Erie Drift Plain,374178.0243,2.67E-06,2,104651,129445159,2.40E+13,5.01E+12,NA,NA,3.121287851,460,46006,H0501,6,2,2,5.15552004,NA,0,1,250000,Not_Border,NY,Include,Chautauqua,F36013,Region_02,H05,Ohio Region,H05010002,Conewango,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,6.92670003,NHD100,Urban,Non-Urban,Non-Urban,150,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,3121.287851,c(139951.262750528, 4667871.70436186),46006,2
Site-50,Base,None,-79.0093544,42.19935487,Erie Drift Plain,460526.7991,2.17E-06,3,103718,129444804,2.40E+13,5.01E+12,NA,NA,0.345683577,460,46006,H0501,6,3,3,4.73475972,NA,0,1,1.00E+05,Not_Border,NY,Include,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010002,Conewango,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,6.43180002,NHD100,Non-Urban,Non-Urban,Non-Urban,150,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,345.6835774,c(168966.488190005, 4679697.41819024),46006,3
Site-51,Base,None,-79.02437632,42.38627802,Erie Drift Plain,460526.7991,2.17E-06,3,97832,129446208,2.40E+13,5.01E+12,965378,Slab City Creek,2.201736088,460,46006,H0501,4,3,3,24.54107778,NA,0,1,5.00E+05,Not_Border,NY,Include,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010002,Conewango,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,35.73870001,NHD100,Non-Urban,Non-Urban,Non-Urban,150,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2201.736088,c(168708.836737487, 4700515.73333932),46006,3
Site-52,Base,None,-79.17344964,42.46154132,Erie Drift Plain,834704.8235,1.20E-06,1,111546,123923194,6.00E+13,4.12E+12,NA,NA,0.839873282,460,46006,H0412,7,1,1,0.60404191,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Chautauqua,F36013,Region_02,H04,Great Lakes Region,H04120101,Chautauqua-Conneaut,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.92079999,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,839.873282,c(156846.486103217, 4709467.70294819),46006,1
Site-53,Base,None,-79.13337354,42.09494146,Erie Drift Plain,575658.4989,1.74E-06,4,99036,129444336,2.40E+13,5.01E+12,1210156,Conewango Creek,2.889560658,558,55800,H0501,3,6,6,647.0509324,129447890,0,1,5.00E+06,Not_Border,NY,Include,Chautauqua,F36013,Region_02,H05,Ohio Region,H05010002,Conewango,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,837.8114001,NHD100,Non-Urban,Non-Urban,Non-Urban,150,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,2889.560658,c(158162.747258864, 4668590.85592149),55800,4
Site-54,Base,None,-79.22462259,42.31563278,Erie Drift Plain,374178.0243,2.67E-06,2,106277,129443736,2.40E+13,5.01E+12,957222,Mill Creek,0.538222447,460,46006,H0501,5,2,2,11.71807259,NA,0,1,250000,Not_Border,NY,Include,Chautauqua,F36013,Region_02,H05,Ohio Region,H05010002,Conewango,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,12.44589998,NHD100,Non-Urban,Non-Urban,Non-Urban,150,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,538.2224465,c(151831.221040594, 4693471.08504871),46006,2
