siteID,siteuse,replsite,longitude,latitude,stratum,wgt,ip,caty,FRAME23_ID,PERM_ID,NHDPLUSID,REACHCODE,GNIS_ID,GNIS_NAME,LENGTH_KM,FTYPE,FCODE,HUC4,STREAM_LEV,STRAH_ORD,STRAH_CAL,MEAN_FLOW,WBPERM_ID,MAINPATH,INNETWORK,VISFILT,BORD_RIV,PSTL_CODE,FRAME23,CNTYNAME,STATECTY,EPA_REG,HUC2,HUC2_NM,HUC8,HUC8_NM,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,WSAREA_KM,NHD100K,URBN_NRS08,URBN_NRS18,URBN_NRS23,FEOW_ID,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,OWN_NARS,FS_EW,STRAH_CAT,Shape_Leng,geometry,geometry2,fcode,stream_order
Site-035,Base,None,-74.45935757,44.09522102,1,1877569.785,5.33E-07,None,175352,132420574,6.00003E+13,4.29001E+12,NA,NA,1.843227867,460,46003,H0429,9,1,1,1.066746,NA,0,1,250000,Not_Border,NY,Include,Hamilton,F36041,Region_02,H04,Great Lakes Region,H04290005,Raquette,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.49860002,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ad,Central Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1843.227867,c(543276.16371918, 4882590.99677275),46003,1
Site-036,Base,None,-75.86110734,43.66026689,1,1877569.785,5.33E-07,None,317787,129635898,6.00006E+13,4.1401E+12,NA,NA,0.545259128,460,46006,H0414,10,1,1,1.01613199,NA,0,1,24000,Not_Border,NY,Include,Oswego,F36075,Region_02,H04,Great Lakes Region,H04140102,Salmon-Sandy,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.76809997,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,58ae,Tug Hill Plateau,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,545.259128,c(430568.639665302, 4834500.77763723),46006,1
Site-037,Base,None,-77.60230417,43.1227282,1,1877569.785,5.33E-07,None,161380,113130799,6.00006E+13,4.1401E+12,NA,NA,0.657874853,460,46003,H0414,9,1,1,0.76781624,NA,0,1,250000,Not_Border,NY,Exclude_NoFlow,Monroe,F36055,Region_02,H04,Great Lakes Region,H04140101,Irondequoit-Ninemile,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.06919999,NHD100,Urban,Urban,Urban,116,83a,Erie/Ontario Lake Plain,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,657.8748526,c(288308.241386432, 4777731.03107612),46003,1
Site-038,Base,None,-78.5798202,42.14411988,1,1877569.785,5.33E-07,None,292740,112357289,2.40004E+13,5.01E+12,NA,NA,0.579842351,460,46003,H0501,4,1,1,0.40857488,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,Cattaraugus,F36009,Region_02,H05,Ohio Region,H05010001,Upper Allegheny,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,0.48570001,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,150,62d,Unglaciated High Allegheny Plateau,62,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,579.8423513,c(204178.2814629, 4671983.12962194),46003,1
Site-039,Base,None,-73.41236692,44.88098482,1,1877569.785,5.33E-07,None,222840,92058805,6.00002E+13,4.30011E+12,NA,NA,1.234875504,460,46006,H0430,7,1,1,0.58244732,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Clinton,F36019,Region_02,H02,Mid-Atlantic Region,H04300108,Lake Champlain,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.11640004,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83b,Champlain Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1234.875504,c(625388.639436218, 4970955.4671599),46006,1
Site-040,Base,None,-75.48885474,43.21894171,1,1877569.785,5.33E-07,None,342343,124494169,6.00006E+13,4.1402E+12,NA,NA,1.034081313,460,46006,H0414,5,1,1,0.5245887,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Oneida,F36065,Region_02,H04,Great Lakes Region,H04140202,Oneida,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.68300001,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1034.081313,c(460295.992538077, 4785244.35790973),46006,1
Site-041,Base,None,-75.15721212,44.54089226,1,1877569.785,5.33E-07,None,236454,132849891,6.00003E+13,4.29E+12,NA,NA,1.180375447,460,46003,H0429,6,1,1,1.379406,NA,0,1,1.00E+05,Not_Border,NY,Include,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290004,Grass,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,3.17559997,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1180.375447,c(487510.728985654, 4931963.42629462),46003,1
Site-042,Base,None,-77.28898442,42.56308272,1,1877569.785,5.33E-07,None,146985,48516354,1.00006E+13,2.05011E+12,NA,NA,1.16730439,460,46003,H0205,4,1,1,0.200577,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Steuben,F36101,Region_02,H02,Mid-Atlantic Region,H02050105,Chemung,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.44260002,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1167.30439,c(312107.838409091, 4714837.09563854),46003,1
Site-043,Base,None,-78.16975915,42.6509526,1,1877569.785,5.33E-07,None,170993,167784645,6.00007E+13,4.13E+12,NA,NA,2.125221397,460,46003,H0413,13,1,1,2.19850653,NA,0,1,1.00E+05,Not_Border,NY,Include,Wyoming,F36121,Region_02,H04,Great Lakes Region,H04130002,Upper Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,3.01670001,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2125.221397,c(240169.471151239, 4726927.05784001),46003,1
Site-044,Base,None,-75.35595734,42.57344881,1,1877569.785,5.33E-07,None,135753,43477873,1.00006E+13,2.0501E+12,NA,NA,0.64945205,460,46006,H0205,4,1,1,0.313125,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Chenango,F36017,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.59989999,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,649.4520497,c(470786.601123185, 4713510.17663378),46006,1
Site-045,Base,None,-79.28083878,42.00369226,1,1877569.785,5.33E-07,None,100105,129445296,2.40004E+13,5.01E+12,NA,NA,4.473787069,460,46006,H0501,5,1,1,2.64033598,NA,0,1,1.00E+05,Not_Border,NY,Include,Chautauqua,F36013,Region_02,H05,Ohio Region,H05010002,Conewango,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,3.52440001,NHD100,Non-Urban,Non-Urban,Non-Urban,150,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,4473.787069,c(145456.75365008, 4659058.05360818),46006,1
Site-046,Base,None,-79.09960879,42.07067445,2,777289.7514,1.29E-06,None,104366,129444172,2.40004E+13,5.01E+12,945969,Cass Run,1.067843927,460,46006,H0501,4,2,2,11.7358901,NA,0,1,250000,Not_Border,NY,Include,Chautauqua,F36013,Region_02,H05,Ohio Region,H05010002,Conewango,H05_06,Ohio-Tennessee Region,H05_06,Ohio-Tennessee Region,15.3118,NHD100,Non-Urban,Non-Urban,Non-Urban,150,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1067.843927,c(160826.175548289, 4665761.02398539),46006,2
Site-047,Base,None,-74.70947714,44.73391501,2,777289.7514,1.29E-06,None,245758,135264702,6.00003E+13,4.29001E+12,NA,NA,0.67773129,460,46006,H0429,8,2,2,4.744205,NA,0,1,250000,Not_Border,NY,Include,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290006,St. Regis,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,10.23469998,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,677.7312901,c(523003.378173436, 4953433.46917901),46006,2
Site-048,Base,None,-75.13556307,43.87867375,2,777289.7514,1.29E-06,None,324778,131808423,6.00006E+13,4.1403E+12,NA,NA,0.191799056,460,46006,H0414,8,2,2,7.39872103,NA,0,1,250000,Not_Border,NY,Include,Herkimer,F36043,Region_02,H04,Great Lakes Region,H04140301,Black,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,7.35300001,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,191.7990557,c(489109.227985146, 4858406.47540351),46006,2
Site-049,Base,None,-74.70511329,42.26136925,2,777289.7514,1.29E-06,None,118605,DB0611FB-3CE8-497A-AC3B-99C206ED7462,1.00002E+13,2.0401E+12,957935,Mountain Brook,0.431567364,460,46006,H0204,4,2,2,1.583917,NA,0,1,1.00E+05,Not_Border,NY,Include,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040101,Upper Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.39590004,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,431.5673635,c(524321.632693281, 4678838.50834187),46006,2
Site-050,Base,None,-77.78931406,42.25672451,2,777289.7514,1.29E-06,None,34756,57347333,1.00006E+13,2.0501E+12,945718,Canacadea Creek,1.290422765,460,46003,H0205,5,2,2,3.08455723,NA,0,1,5.00E+05,Not_Border,NY,Include,Allegany,F36003,Region_02,H02,Mid-Atlantic Region,H02050104,Tioga,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,5.5756,NHD100,Urban,Urban,Urban,158,60e,Glaciated Allegheny Hills,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1290.422765,c(269917.644520495, 4682048.35126213),46003,2
Site-051,Base,None,-75.30567089,44.54911219,2,777289.7514,1.29E-06,None,207160,133089336,6.00003E+13,4.29E+12,NA,NA,0.247794747,334,33400,H0429,9,2,2,0.468527,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290003,Oswegatchie,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.06849999,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,247.7947467,c(475720.25827699, 4932909.89999147),33400,2
Site-052,Base,None,-73.37613999,44.51479771,2,777289.7514,1.29E-06,None,147431,92066595,6.00002E+13,4.30011E+12,NA,NA,1.553370473,558,55800,H0430,6,2,2,2.14200067,{492CB89C-D0FF-47E3-A144-39464508B9FD},0,1,250000,Not_Border,NY,Exclude_Lake,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300108,Lake Champlain,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,5.00160001,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83b,Champlain Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1553.370473,c(629060.881705455, 4930335.28077907),55800,2
Site-053,Base,None,-74.1168431,42.3984361,2,777289.7514,1.29E-06,None,87469,52826413,1.00007E+13,2.02001E+12,NA,NA,0.544528643,460,46006,H0202,3,2,2,0.833835,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Greene,F36039,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.74710003,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,544.5286431,c(572683.177353689, 4694393.39737614),46006,2
Site-054,Base,None,-76.39312921,42.56126081,2,777289.7514,1.29E-06,None,170010,87950858,6.00006E+13,4.1402E+12,NA,NA,0.867991856,460,46006,H0414,7,2,2,4.98752744,NA,0,1,250000,Not_Border,NY,Include,Tompkins,F36109,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,8.38239999,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,867.9918559,c(385642.787758635, 4713035.88089103),46006,2
Site-055,Base,None,-73.42774939,43.69493364,2,777289.7514,1.29E-06,None,179138,92075741,6.00002E+13,4.30011E+12,NA,NA,1.098187723,460,46006,H0430,6,2,2,0.84706536,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Washington,F36115,Region_02,H02,Mid-Atlantic Region,H04300108,Lake Champlain,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.06630002,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83b,Champlain Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1098.187723,c(626698.62691429, 4839191.75028074),46006,2
Site-056,Base,None,-77.47953734,42.87771193,2,777289.7514,1.29E-06,None,222764,42142411,6.00007E+13,4.13E+12,NA,NA,1.716538301,460,46006,H0413,14,2,2,3.60062804,NA,0,1,250000,Not_Border,NY,Include,Ontario,F36069,Region_02,H04,Great Lakes Region,H04130003,Lower Genesee,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,8.56890003,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1716.538301,c(297491.878748161, 4750217.6193123),46006,2
Site-057,Base,None,-74.0146915,41.11118405,2,777289.7514,1.29E-06,None,278577,60450493,1.00001E+13,2.0301E+12,958304,Nauraushaun Brook,0.337181716,460,46006,H0203,4,2,2,2.55730029,NA,0,1,0,Not_Border,NY,Include,Rockland,F36087,Region_02,H02,Mid-Atlantic Region,H02030103,Hackensack-Passaic,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,3.3419,NHD100,Urban,Urban,Urban,118,64e,Glaciated Triassic Lowlands,64,Northern Piedmont,8.3,SOUTHEASTERN USA PLAINS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,337.1817158,c(582727.107264867, 4551567.40217783),46006,2
Site-058,Base,None,-75.29362765,44.36678264,2,777289.7514,1.29E-06,None,323772,132854082,6.00003E+13,4.29E+12,NA,NA,0.067733418,460,46006,H0429,9,2,2,0.099814,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290004,Grass,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,0.1842,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,83e,Upper St. Lawrence Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,67.73341816,c(476604.170974138, 4912653.81300561),46006,2
Site-059,Base,None,-74.27462508,42.89322235,2,777289.7514,1.29E-06,None,148098,152513914,1.00007E+13,2.02001E+12,NA,NA,0.293497721,460,46006,H0202,4,2,2,1.216047,NA,0,1,0,Not_Border,NY,Include,Montgomery,F36057,Region_02,H02,Mid-Atlantic Region,H02020005,Schoharie,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.76219999,NHD100,Non-Urban,Non-Urban,Non-Urban,118,83f,Mohawk Valley,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,293.4977212,c(559226.510210847, 4749212.61338656),46006,2
Site-060,Base,None,-78.88109954,43.12769367,2,777289.7514,1.29E-06,None,247441,166768848,6.00008E+13,4.2701E+12,NA,NA,2.769607692,460,46003,H0427,7,2,2,1.99459766,NA,0,1,250000,Not_Border,NY,Include,Niagara,F36063,Region_02,H04,Great Lakes Region,H04270101,Niagara River,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,4.76800001,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2769.607692,c(184297.779548753, 4782310.62104777),46003,2
Site-061,Base,None,-74.16533982,41.22448692,2,777289.7514,1.29E-06,None,289017,60458789,1.00001E+13,2.0301E+12,NA,NA,0.508908968,460,46006,H0203,5,2,2,1.386777,NA,0,1,0,Not_Border,NY,Include,Orange,F36071,Region_02,H02,Mid-Atlantic Region,H02030103,Hackensack-Passaic,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.8175,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,508.9089679,c(569957.822342816, 4564013.54305949),46006,2
Site-062,Base,None,-75.5719029,43.57714455,2,777289.7514,1.29E-06,None,189396,124492463,6.00006E+13,4.1402E+12,957599,Moore Meadow Stream,0.759321469,460,46006,H0414,10,2,2,2.89202708,NA,0,1,1.00E+05,Not_Border,NY,Include,Lewis,F36049,Region_02,H04,Great Lakes Region,H04140202,Oneida,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.26439998,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58ae,Tug Hill Plateau,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,759.321469,c(453823.763659379, 4825067.82520883),46006,2
Site-063,Base,None,-74.18396618,41.93163754,2,777289.7514,1.29E-06,None,28672,52842615,1.00007E+13,2.02001E+12,NA,NA,1.300660736,460,46006,H0202,3,2,2,1.498274,NA,0,1,1.00E+05,Not_Border,NY,Include,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.02860004,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1300.660736,c(567654.51583296, 4642508.02483151),46006,2
Site-064,Base,None,-79.18687752,42.43727,2,777289.7514,1.29E-06,None,112082,123923247,6.00011E+13,4.1201E+12,NA,NA,1.389192202,460,46006,H0412,7,2,2,2.0010226,NA,0,1,1.00E+05,Not_Border,NY,Include,Chautauqua,F36013,Region_02,H04,Great Lakes Region,H04120101,Chautauqua-Conneaut,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.6859,NHD100,Non-Urban,Non-Urban,Non-Urban,116,61c,Low Lime Drift Plain,61,Erie Drift Plain,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1389.192202,c(155609.038712189, 4706826.51431357),46006,2
Site-065,Base,None,-77.59262834,43.10023336,2,777289.7514,1.29E-06,None,257274,113131007,6.00006E+13,4.1401E+12,NA,NA,1.091813599,460,46003,H0414,9,2,2,1.09817784,NA,0,1,24000,Not_Border,NY,Include,Monroe,F36055,Region_02,H04,Great Lakes Region,H04140101,Irondequoit-Ninemile,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.99740003,Not_NHD100,Urban,Urban,Urban,116,83a,Erie/Ontario Lake Plain,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1091.813599,c(289018.074547465, 4775208.38721625),46003,2
Site-066,Base,None,-75.02230095,42.55737293,2,777289.7514,1.29E-06,None,258540,43477513,1.00006E+13,2.0501E+12,NA,NA,6.161651374,460,46006,H0205,2,2,2,3.42509287,NA,0,1,250000,Not_Border,NY,Include,Otsego,F36077,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,5.57000004,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,6161.651374,c(498169.293544361, 4711663.961142),46006,2
Site-067,Base,None,-75.97359313,42.48795576,2,777289.7514,1.29E-06,None,97390,62626276,1.00006E+13,2.0501E+12,957005,Merrill Creek,0.994736279,460,46006,H0205,5,2,2,9.78316023,NA,0,1,250000,Not_Border,NY,Include,Cortland,F36023,Region_02,H02,Mid-Atlantic Region,H02050102,Chenango,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,15.50840001,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,994.736279,c(419987.922028394, 4704414.88944229),46006,2
Site-068,Base,None,-75.46560733,43.2011974,2,777289.7514,1.29E-06,None,319017,124494336,6.00006E+13,4.1402E+12,NA,NA,0.143367661,460,46006,H0414,11,2,2,5.69210237,NA,0,1,1.00E+05,Not_Border,NY,Include,Oneida,F36065,Region_02,H04,Great Lakes Region,H04140202,Oneida,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,8.07389998,NHD100,Urban,Urban,Urban,118,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,143.3676608,c(462173.1491494, 4783263.03636788),46006,2
Site-069,Base,None,-73.69517489,41.50413777,2,777289.7514,1.29E-06,None,26265,55501625,1.00001E+13,2.0301E+12,NA,NA,0.116939776,558,55800,H0203,5,2,2,0.462171,55501057,0,1,0,Not_Border,NY,Exclude_Lake,Putnam,F36079,Region_02,H02,Mid-Atlantic Region,H02030101,Lower Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.64420001,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,116.9397756,c(608898.550907756, 4595545.38582614),55800,2
Site-070,Base,None,-75.21647469,44.18152454,2,777289.7514,1.29E-06,None,206753,133093294,6.00003E+13,4.29E+12,NA,NA,1.70385348,460,46006,H0429,8,2,2,1.814851,NA,0,1,1.00E+05,Not_Border,NY,Include,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290003,Oswegatchie,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,2.8449,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1703.85348,c(482697.335764387, 4892057.47303078),46006,2
