siteID,siteuse,replsite,longitude,latitude,stratum,wgt,ip,caty,FRAME23_ID,PERM_ID,NHDPLUSID,REACHCODE,GNIS_ID,GNIS_NAME,LENGTH_KM,FTYPE,FCODE,HUC4,STREAM_LEV,STRAH_ORD,STRAH_CAL,MEAN_FLOW,WBPERM_ID,MAINPATH,INNETWORK,VISFILT,BORD_RIV,PSTL_CODE,FRAME23,CNTYNAME,STATECTY,EPA_REG,HUC2,HUC2_NM,HUC8,HUC8_NM,MAJ_BASIN,MAJ_BAS_NM,MIS_BASIN,MIS_BAS_NM,WSAREA_KM,NHD100K,URBN_NRS08,URBN_NRS18,URBN_NRS23,FEOW_ID,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,AG_ECO9,AG_ECO9_NM,AG_ECO3,AG_ECO3_NM,OWN_NARS,FS_EW,STRAH_CAT,Shape_Leng,geometry,geometry2,fcode,stream_order,region
Site-35,Base,None,-73.68874396,44.30208033,None,2645053.055,3.78E-07,None,235681,115350731,6.00002E+13,4.3001E+12,966676,Styles Brook,0.414502758,460,46006,H0430,6,1,1,2.83475452,NA,0,1,1.00E+05,Not_Border,NY,Include,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300104,Ausable River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.099,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58z,Adirondack High Peaks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,414.502758,c(604594.164539746, 4906261.13720287),46006,1,
Site-36,Base,None,-74.13776328,42.11802536,None,2645053.055,3.78E-07,None,277836,8CEFFE7A-A984-4644-891D-A37519B4EC5B,1.00007E+13,2.02001E+12,NA,NA,0.924966333,460,46000,H0202,5,1,1,0.822885,NA,0,1,24000,Not_Border,NY,Exclude_NoFlow,Greene,F36039,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.77969999,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,118,58y,Catskill High Peaks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,924.9663327,c(571276.562495046, 4663240.2802588),46000,1,
Site-37,Base,None,-77.55017683,42.3562539,None,2645053.055,3.78E-07,None,113124,57346017,1.00006E+13,2.0501E+12,NA,NA,4.724511569,460,46006,H0205,6,1,1,2.50968401,NA,0,1,1.00E+05,Not_Border,NY,Include,Steuben,F36101,Region_02,H02,Mid-Atlantic Region,H02050104,Tioga,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,5.63800001,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,4724.511569,c(289976.03171854, 4692482.05267429),46006,1,
Site-38,Base,None,-75.0548512,44.30290553,None,2645053.055,3.78E-07,None,173404,132852050,6.00003E+13,4.29E+12,976772,Orebed Creek,0.864058898,460,46006,H0429,7,3,3,6.293894,NA,0,1,5.00E+05,Not_Border,NY,Include,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290004,Grass,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,9.708,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,864.0588983,c(495624.789163227, 4905518.24841121),46006,3,
Site-39,Base,None,-77.39209189,42.8851446,None,2645053.055,3.78E-07,None,161521,87939970,6.00006E+13,4.1402E+12,NA,NA,1.066013721,460,46006,H0414,11,3,3,2.52210956,NA,0,1,250000,Not_Border,NY,Include,Ontario,F36069,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,5.67809993,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1066.013721,c(304657.482897853, 4750836.31287322),46006,3,
Site-40,Base,None,-75.16065809,42.12880156,None,2645053.055,3.78E-07,None,97352,E525C241-44B7-4318-9E3C-454220A5B9B3,1.00002E+13,2.0401E+12,969117,West Branch Delaware River,0.149853352,558,55800,H0204,2,6,6,649.371948,FA27876D-D806-4162-B73C-74091120DBD9,0,1,5.00E+06,Not_Border,NY,Include,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040101,Upper Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,904.7786995,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,149.8533516,c(486721.542975097, 4664089.56291121),55800,4,
Site-41,Base,None,-73.41025129,43.4134044,None,2645053.055,3.78E-07,None,231873,52529379,6.00002E+13,4.3001E+12,NA,NA,3.552641305,460,46006,H0430,6,1,1,2.53503437,NA,0,1,250000,Not_Border,NY,Include,Washington,F36115,Region_02,H02,Mid-Atlantic Region,H04300101,Mettawee River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,4.06499998,NHD100,Non-Urban,Non-Urban,Non-Urban,117,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,3552.641305,c(628706.642360064, 4807951.62584808),46006,1,
Site-42,Base,None,-75.89060069,43.46176246,None,2645053.055,3.78E-07,None,339346,124492745,6.00006E+13,4.1402E+12,953631,Indian Camp Brook,2.224119263,460,46006,H0414,10,2,2,8.84227967,NA,0,1,250000,Not_Border,NY,Include,Oswego,F36075,Region_02,H04,Great Lakes Region,H04140202,Oneida,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,8.89349999,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58af,Tug Hill Transition,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2224.119263,c(427954.404163292, 4812479.98786469),46006,2,
Site-43,Base,None,-76.15182926,44.11285494,None,2645053.055,3.78E-07,None,220925,129617367,6.00006E+13,4.1403E+12,NA,NA,2.921366485,460,46006,H0414,7,1,1,2.46270071,NA,0,1,50000,Not_Border,NY,Include,Jefferson,F36045,Region_02,H04,Great Lakes Region,H04140302,Chaumont-Perch,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,3.70630001,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2921.366485,c(407828.134224758, 4885052.45461487),46006,1,
Site-44,Base,None,-74.00106565,41.96393411,None,2645053.055,3.78E-07,None,81447,52841981,1.00007E+13,2.02001E+12,NA,NA,0.691626147,334,33400,H0202,3,1,1,1.245618,NA,0,1,1.00E+05,Not_Border,NY,Include,Ulster,F36111,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,2.07829998,NHD100,Urban,Urban,Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,691.6261473,c(582776.517556545, 4646254.41029312),33400,1,
Site-45,Base,None,-78.47426068,42.51917241,None,2645053.055,3.78E-07,None,110343,87205762,6.00011E+13,4.1201E+12,NA,NA,0.585693812,460,46003,H0412,9,1,1,2.16573422,NA,0,1,250000,Not_Border,NY,Include,Cattaraugus,F36009,Region_02,H04,Great Lakes Region,H04120102,Cattaraugus,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,3.23509998,NHD100,Urban,Non-Urban,Non-Urban,116,60f,Cattaraugus Hills,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,585.6938118,c(214605.282881125, 4713273.59445767),46003,1,
Site-46,Base,None,-74.71032692,44.48468568,None,2645053.055,3.78E-07,None,192817,132419412,6.00003E+13,4.29001E+12,NA,NA,1.142956093,334,33400,H0429,7,1,1,0.647569,NA,0,1,50000,Not_Border,NY,Exclude_NoFlow,St. Lawrence,F36089,Region_02,H04,Great Lakes Region,H04290005,Raquette,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,1.02259998,Not_NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ab,Northern and Western Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1142.956093,c(523034.386844558, 4925748.90568967),33400,1,
Site-47,Base,None,-73.55253002,44.45582956,None,2645053.055,3.78E-07,None,189225,115350023,6.00002E+13,4.3001E+12,947943,Curren Brook,2.72015414,460,46006,H0430,7,2,2,1.777234,NA,0,1,1.00E+05,Not_Border,NY,Include,Essex,F36031,Region_02,H02,Mid-Atlantic Region,H04300104,Ausable River,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,3.11440003,NHD100,Non-Urban,Non-Urban,Non-Urban,117,58ac,Eastern Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,2720.15414,c(615157.702761453, 4923521.72099811),46006,2,
Site-48,Base,None,-74.77355784,42.4153382,None,2645053.055,3.78E-07,None,118199,43479703,1.00006E+13,2.0501E+12,954808,Kortright Creek,0.3839729,460,46006,H0205,3,2,2,3.18323225,NA,0,1,5.00E+06,Not_Border,NY,Include,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02050101,Upper Susquehanna,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,5.00780001,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,383.9728999,c(518630.960594442, 4695917.25698991),46006,2,
Site-49,Base,None,-76.14232397,42.53436961,None,2645053.055,3.78E-07,None,344523,62625708,1.00006E+13,2.0501E+12,NA,NA,0.963970711,460,46006,H0205,5,1,1,0.718951,NA,0,1,250000,Not_Border,NY,Exclude_NoFlow,Cortland,F36023,Region_02,H02,Mid-Atlantic Region,H02050102,Chenango,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.25040002,NHD100,Non-Urban,Non-Urban,Non-Urban,158,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,963.9707114,c(406190.532421522, 4709741.68204104),46006,1,
Site-50,Base,None,-75.7534687,44.09587245,None,2645053.055,3.78E-07,None,185305,131858523,6.00003E+13,4.29E+12,967870,Trout Brook,2.866991766,460,46006,H0429,7,3,3,7.353275,NA,0,1,5.00E+05,Not_Border,NY,Include,Jefferson,F36045,Region_02,H04,Great Lakes Region,H04290002,Indian,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,13.31840007,NHD100,Non-Urban,Non-Urban,Non-Urban,117,83d,St. Lawrence Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,2866.991766,c(439688.618158864, 4882797.23288035),46006,3,
Site-51,Base,None,-76.6214491,42.86586588,None,2645053.055,3.78E-07,None,210509,87941330,6.00006E+13,4.1402E+12,973630,Yawger Creek,4.01166436,460,46006,H0414,7,3,3,8.0683797,NA,0,1,5.00E+05,Not_Border,NY,Include,Cayuga,F36011,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,15.62109995,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,4011.66436,c(367549.888500433, 4747194.73369049),46006,3,
Site-52,Base,None,-74.81187341,42.12656906,None,2645053.055,3.78E-07,None,73377,25533316,1.00002E+13,2.0401E+12,970722,Tremper Kill,1.390182203,558,55800,H0204,2,5,5,56.77445456,EA72BEA3-3ABB-4A05-96FF-E3428D177250,0,1,0,Not_Border,NY,Include,Delaware,F36025,Region_02,H02,Mid-Atlantic Region,H02040102,East Branch Delaware,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,77.31249999,NHD100,Non-Urban,Non-Urban,Non-Urban,118,60c,Catskills Transition,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,1390.182203,c(515549.286911175, 4663846.32062487),55800,4,
Site-53,Base,None,-76.98063474,42.65679109,None,2645053.055,3.78E-07,None,221752,87947476,6.00006E+13,4.1402E+12,NA,NA,1.538393082,460,46006,H0414,7,3,3,4.47419908,NA,0,1,5.00E+05,Not_Border,NY,Include,Yates,F36123,Region_02,H04,Great Lakes Region,H04140201,Seneca,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,12.47059992,NHD100,Non-Urban,Non-Urban,Non-Urban,116,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,LS,1538.393082,c(337663.409792251, 4724604.84845196),46006,3,
Site-54,Base,None,-74.1892638,43.37276262,None,2645053.055,3.78E-07,None,308581,47693869,1.00007E+13,2.02E+12,NA,NA,1.342657276,460,46006,H0202,5,1,1,0.822198,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Hamilton,F36041,Region_02,H02,Mid-Atlantic Region,H02020002,Sacandaga,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.02160004,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1342.657276,c(565681.025496705, 4802529.94005966),46006,1,
Site-55,Base,None,-78.03445358,43.36684309,None,2645053.055,3.78E-07,None,177169,124589233,6.00007E+13,4.13E+12,NA,NA,1.430943174,460,46006,H0413,8,2,2,2.27109739,NA,0,1,1.00E+05,Not_Border,NY,Include,Orleans,F36073,Region_02,H04,Great Lakes Region,H04280002,Lake Ontario,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,6.02299998,NHD100,Non-Urban,Non-Urban,Non-Urban,116,83a,Erie/Ontario Lake Plain,83,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1430.943174,c(254136.471529746, 4806026.19578508),46006,2,
Site-56,Base,None,-74.67863522,41.35727464,None,2645053.055,3.78E-07,None,24588,26166608,1.00002E+13,2.0401E+12,NA,NA,0.354583233,460,46006,H0204,4,2,2,3.90961042,NA,0,1,1.00E+05,Not_Border,NY,Include,Orange,F36071,Region_02,H02,Mid-Atlantic Region,H02040104,Middle Delaware-Mongaup-Brodhead,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,5.30750003,NHD100,Urban,Non-Urban,Urban,118,67m,Northern Glaciated Ridges,67,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,8,EASTERN TEMPERATE FORESTS,SAP,Southern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,354.583233,c(526880.81889078, 4578468.98104871),46006,2,
Site-57,Base,None,-73.79525137,43.68961611,None,2645053.055,3.78E-07,None,141505,89355615,1.00007E+13,2.02E+12,964622,Schroon River,0.419456218,558,55800,H0202,2,6,6,806.0328462,{45D8E68C-505A-4B15-BCAD-554B25489D7B},0,1,0,Not_Border,NY,Include,Warren,F36113,Region_02,H02,Mid-Atlantic Region,H02020001,Upper Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1039.5394,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58ac,Eastern Adirondack Foothills,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,RV,419.4562183,c(597092.099654275, 4838105.27687308),55800,4,
Site-58,Base,None,-75.20627642,43.79899399,None,2645053.055,3.78E-07,None,324303,131809308,6.00006E+13,4.1403E+12,967366,Third Creek,0.660570504,460,46006,H0414,8,2,2,9.50929323,NA,0,1,250000,Not_Border,NY,Include,Lewis,F36049,Region_02,H04,Great Lakes Region,H04140301,Black,H04,Great Lakes Region,NMRB,Not Mississippi River Basin,9.81699993,NHD100,Non-Urban,Non-Urban,Non-Urban,116,58aa,Acid Sensitive Adirondacks,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,660.570504,c(483406.23847399, 4849568.6147125),46006,2,
Site-59,Base,None,-73.92283651,41.41881223,None,2645053.055,3.78E-07,None,78754,37090189,1.00007E+13,2.02001E+12,NA,NA,0.370457826,460,46006,H0202,3,1,1,0.176863,NA,0,1,0,Not_Border,NY,Exclude_NoFlow,Putnam,F36079,Region_02,H02,Mid-Atlantic Region,H02020008,Hudson-Wappinger,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,0.26279997,NHD100,Non-Urban,Non-Urban,Non-Urban,118,58i,Glaciated Reading Prong/Hudson Highlands,58,Northeastern Highlands,5.3,ATLANTIC HIGHLANDS,5,NORTHERN FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,370.4578256,c(590015.912979645, 4585810.70230037),46006,1,
Site-60,Base,None,-73.81767156,41.99225476,None,2645053.055,3.78E-07,None,48881,52841333,1.00007E+13,2.02001E+12,NA,NA,1.414164045,460,46006,H0202,3,1,1,0.765197,NA,0,1,1.00E+05,Not_Border,NY,Exclude_NoFlow,Dutchess,F36027,Region_02,H02,Mid-Atlantic Region,H02020006,Middle Hudson,H02,Mid-Atlantic Region,NMRB,Not Mississippi River Basin,1.30930004,NHD100,Non-Urban,Non-Urban,Non-Urban,118,59i,Hudson Valley,59,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,NAP,Northern Appalachians,EHIGH,Eastern Highlands,Non Federal,Not_USFS,SS,1414.164045,c(597930.244221963, 4649592.33313129),46006,1,
